SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Wed Dec 31 16:50:32 PST 1969
User: admin
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2G8485
Integration Time (usec): 100000 (USB2G8485)
Spectra Averaged: 1 (USB2G8485)
Boxcar Smoothing: 0 (USB2G8485)
Correct for Electrical Dark: No (USB2G8485)
Strobe/Lamp Enabled: No (USB2G8485)
Correct for Detector Non-linearity: No (USB2G8485)
Correct for Stray Light: No (USB2G8485)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
0.00	0.00
1.00	155.00
2.00	157.00
3.00	157.00
4.00	157.00
5.00	162.00
6.00	167.00
7.00	163.00
8.00	166.00
9.00	168.00
10.00	171.00
11.00	175.00
12.00	174.00
13.00	172.00
14.00	169.00
15.00	170.00
16.00	170.00
17.00	171.00
18.00	172.00
19.00	168.00
20.00	166.00
21.00	171.00
22.00	167.00
23.00	170.00
24.00	175.00
25.00	171.00
26.00	170.00
27.00	179.00
28.00	172.00
29.00	167.00
30.00	168.00
31.00	169.00
32.00	170.00
33.00	172.00
34.00	173.00
35.00	169.00
36.00	171.00
37.00	168.00
38.00	173.00
39.00	166.00
40.00	172.00
41.00	169.00
42.00	170.00
43.00	167.00
44.00	168.00
45.00	168.00
46.00	168.00
47.00	171.00
48.00	172.00
49.00	173.00
50.00	168.00
51.00	173.00
52.00	170.00
53.00	173.00
54.00	168.00
55.00	170.00
56.00	169.00
57.00	171.00
58.00	169.00
59.00	173.00
60.00	176.00
61.00	175.00
62.00	173.00
63.00	173.00
64.00	174.00
65.00	169.00
66.00	172.00
67.00	171.00
68.00	169.00
69.00	168.00
70.00	166.00
71.00	171.00
72.00	169.00
73.00	173.00
74.00	172.00
75.00	172.00
76.00	166.00
77.00	170.00
78.00	172.00
79.00	174.00
80.00	175.00
81.00	174.00
82.00	173.00
83.00	175.00
84.00	170.00
85.00	173.00
86.00	180.00
87.00	168.00
88.00	174.00
89.00	172.00
90.00	174.00
91.00	170.00
92.00	175.00
93.00	175.00
94.00	171.00
95.00	173.00
96.00	175.00
97.00	175.00
98.00	171.00
99.00	176.00
100.00	173.00
101.00	173.00
102.00	174.00
103.00	177.00
104.00	172.00
105.00	172.00
106.00	174.00
107.00	171.00
108.00	175.00
109.00	174.00
110.00	175.00
111.00	169.00
112.00	184.00
113.00	191.00
114.00	193.00
115.00	188.00
116.00	193.00
117.00	182.00
118.00	184.00
119.00	176.00
120.00	183.00
121.00	182.00
122.00	175.00
123.00	189.00
124.00	193.00
125.00	191.00
126.00	202.00
127.00	221.00
128.00	242.00
129.00	373.00
130.00	1050.00
131.00	2013.00
132.00	2805.00
133.00	2337.00
134.00	1403.00
135.00	435.00
136.00	204.00
137.00	195.00
138.00	185.00
139.00	180.00
140.00	182.00
141.00	187.00
142.00	178.00
143.00	181.00
144.00	184.00
145.00	179.00
146.00	177.00
147.00	183.00
148.00	175.00
149.00	180.00
150.00	182.00
151.00	207.00
152.00	235.00
153.00	222.00
154.00	208.00
155.00	186.00
156.00	182.00
157.00	176.00
158.00	179.00
159.00	177.00
160.00	176.00
161.00	174.00
162.00	171.00
163.00	176.00
164.00	180.00
165.00	181.00
166.00	198.00
167.00	244.00
168.00	307.00
169.00	329.00
170.00	289.00
171.00	222.00
172.00	193.00
173.00	179.00
174.00	179.00
175.00	177.00
176.00	178.00
177.00	170.00
178.00	174.00
179.00	171.00
180.00	175.00
181.00	179.00
182.00	178.00
183.00	178.00
184.00	173.00
185.00	175.00
186.00	177.00
187.00	178.00
188.00	174.00
189.00	175.00
190.00	172.00
191.00	176.00
192.00	185.00
193.00	203.00
194.00	218.00
195.00	200.00
196.00	190.00
197.00	180.00
198.00	187.00
199.00	179.00
200.00	187.00
201.00	185.00
202.00	176.00
203.00	176.00
204.00	175.00
205.00	176.00
206.00	176.00
207.00	178.00
208.00	173.00
209.00	177.00
210.00	177.00
211.00	174.00
212.00	173.00
213.00	172.00
214.00	178.00
215.00	176.00
216.00	178.00
217.00	173.00
218.00	173.00
219.00	171.00
220.00	176.00
221.00	173.00
222.00	172.00
223.00	179.00
224.00	176.00
225.00	170.00
226.00	174.00
227.00	172.00
228.00	175.00
229.00	178.00
230.00	181.00
231.00	181.00
232.00	179.00
233.00	179.00
234.00	176.00
235.00	176.00
236.00	174.00
237.00	178.00
238.00	174.00
239.00	177.00
240.00	177.00
241.00	173.00
242.00	173.00
243.00	170.00
244.00	170.00
245.00	179.00
246.00	174.00
247.00	175.00
248.00	177.00
249.00	171.00
250.00	176.00
251.00	172.00
252.00	170.00
253.00	177.00
254.00	177.00
255.00	177.00
256.00	174.00
257.00	173.00
258.00	176.00
259.00	179.00
260.00	176.00
261.00	179.00
262.00	181.00
263.00	189.00
264.00	219.00
265.00	251.00
266.00	264.00
267.00	237.00
268.00	207.00
269.00	195.00
270.00	185.00
271.00	180.00
272.00	180.00
273.00	186.00
274.00	185.00
275.00	187.00
276.00	182.00
277.00	194.00
278.00	197.00
279.00	199.00
280.00	200.00
281.00	200.00
282.00	199.00
283.00	207.00
284.00	216.00
285.00	324.00
286.00	992.00
287.00	2035.00
288.00	2891.00
289.00	2560.00
290.00	1637.00
291.00	701.00
292.00	341.00
293.00	214.00
294.00	193.00
295.00	185.00
296.00	181.00
297.00	181.00
298.00	185.00
299.00	185.00
300.00	182.00
301.00	178.00
302.00	179.00
303.00	169.00
304.00	172.00
305.00	178.00
306.00	175.00
307.00	182.00
308.00	183.00
309.00	181.00
310.00	177.00
311.00	172.00
312.00	180.00
313.00	176.00
314.00	177.00
315.00	178.00
316.00	175.00
317.00	175.00
318.00	171.00
319.00	172.00
320.00	176.00
321.00	176.00
322.00	178.00
323.00	183.00
324.00	176.00
325.00	175.00
326.00	176.00
327.00	173.00
328.00	178.00
329.00	189.00
330.00	176.00
331.00	178.00
332.00	182.00
333.00	184.00
334.00	183.00
335.00	183.00
336.00	179.00
337.00	184.00
338.00	191.00
339.00	180.00
340.00	182.00
341.00	174.00
342.00	177.00
343.00	177.00
344.00	176.00
345.00	186.00
346.00	178.00
347.00	177.00
348.00	184.00
349.00	183.00
350.00	193.00
351.00	273.00
352.00	517.00
353.00	817.00
354.00	927.00
355.00	778.00
356.00	488.00
357.00	288.00
358.00	215.00
359.00	188.00
360.00	179.00
361.00	181.00
362.00	179.00
363.00	180.00
364.00	176.00
365.00	179.00
366.00	177.00
367.00	176.00
368.00	177.00
369.00	174.00
370.00	177.00
371.00	180.00
372.00	176.00
373.00	179.00
374.00	176.00
375.00	174.00
376.00	175.00
377.00	175.00
378.00	179.00
379.00	178.00
380.00	176.00
381.00	175.00
382.00	175.00
383.00	176.00
384.00	180.00
385.00	176.00
386.00	175.00
387.00	176.00
388.00	179.00
389.00	177.00
390.00	180.00
391.00	180.00
392.00	177.00
393.00	178.00
394.00	177.00
395.00	177.00
396.00	176.00
397.00	176.00
398.00	179.00
399.00	182.00
400.00	176.00
401.00	181.00
402.00	182.00
403.00	183.00
404.00	185.00
405.00	182.00
406.00	185.00
407.00	197.00
408.00	341.00
409.00	710.00
410.00	1175.00
411.00	1336.00
412.00	1153.00
413.00	735.00
414.00	429.00
415.00	271.00
416.00	205.00
417.00	193.00
418.00	182.00
419.00	181.00
420.00	175.00
421.00	180.00
422.00	186.00
423.00	190.00
424.00	186.00
425.00	189.00
426.00	184.00
427.00	180.00
428.00	184.00
429.00	184.00
430.00	187.00
431.00	192.00
432.00	202.00
433.00	270.00
434.00	904.00
435.00	2080.00
436.00	3235.00
437.00	3348.00
438.00	2617.00
439.00	1517.00
440.00	801.00
441.00	419.00
442.00	258.00
443.00	263.00
444.00	319.00
445.00	361.00
446.00	368.00
447.00	309.00
448.00	239.00
449.00	207.00
450.00	194.00
451.00	178.00
452.00	171.00
453.00	178.00
454.00	182.00
455.00	177.00
456.00	174.00
457.00	178.00
458.00	177.00
459.00	178.00
460.00	177.00
461.00	177.00
462.00	175.00
463.00	177.00
464.00	182.00
465.00	179.00
466.00	183.00
467.00	179.00
468.00	176.00
469.00	175.00
470.00	170.00
471.00	173.00
472.00	173.00
473.00	176.00
474.00	177.00
475.00	173.00
476.00	175.00
477.00	179.00
478.00	173.00
479.00	172.00
480.00	180.00
481.00	178.00
482.00	172.00
483.00	172.00
484.00	172.00
485.00	180.00
486.00	179.00
487.00	176.00
488.00	169.00
489.00	173.00
490.00	177.00
491.00	180.00
492.00	175.00
493.00	174.00
494.00	175.00
495.00	176.00
496.00	172.00
497.00	174.00
498.00	174.00
499.00	174.00
500.00	175.00
501.00	180.00
502.00	183.00
503.00	179.00
504.00	174.00
505.00	178.00
506.00	176.00
507.00	174.00
508.00	175.00
509.00	182.00
510.00	179.00
511.00	175.00
512.00	177.00
513.00	175.00
514.00	179.00
515.00	175.00
516.00	171.00
517.00	176.00
518.00	178.00
519.00	176.00
520.00	175.00
521.00	172.00
522.00	173.00
523.00	177.00
524.00	176.00
525.00	179.00
526.00	174.00
527.00	179.00
528.00	178.00
529.00	177.00
530.00	178.00
531.00	176.00
532.00	178.00
533.00	175.00
534.00	176.00
535.00	172.00
536.00	173.00
537.00	176.00
538.00	174.00
539.00	175.00
540.00	177.00
541.00	175.00
542.00	175.00
543.00	173.00
544.00	173.00
545.00	173.00
546.00	176.00
547.00	169.00
548.00	179.00
549.00	182.00
550.00	178.00
551.00	177.00
552.00	172.00
553.00	175.00
554.00	179.00
555.00	177.00
556.00	174.00
557.00	178.00
